name,question,response
Mega Millions Number Generator,quit,
Mega Millions Number Generator,"""alexa, ask mega millions to tell me some lucky numbers""",You have Mega Millions Number Generator enabled. Do you want to open it?
Mega Millions Number Generator,Yes,<Audio only response>
Mega Millions Number Generator,quit,
Hot Tomato,"""Alexa, open Hot Tomato""","Hmm, I don't know that one."
Hot Tomato,quit,
Hot Tomato,"""Alexa, start Hot Tomato and there are 2 players""",You have Party Foul enabled. Do you want to open it?
Hot Tomato,Yes,<Short audio>
Hot Tomato,"""Alexa, start Hot Tomato and there are 2 players""","I think I misheard that, how many buttons did you want?"
Hot Tomato,quit,
Hot Tomato,quit,
Hot Tomato,"""Alexa, play Beat the Intro""",
Hot Tomato,quit,
Hot Tomato,quit,
Mr. Robot: Daily Five/Nine,"""Alexa, start the Daily Five Nine""","Hellofriend Welcome to the daily five nine. Soon, you will have options. Proceed carefully, because your choices are recorded, and your every move is watched.If you need help, just ask. To retreat into the comfort of your own artificial reality, tell me to STOP. Your progress will be saved, if you return. Enjoy your daily five nine report."
Mr. Robot: Daily Five/Nine,quit,
Mr. Robot: Daily Five/Nine,"""Alexa, ask the Daily Five Nine about Mr. Robot""","Hellofriend Welcome to the daily five nine. Soon, you will have options. Proceed carefully, because your choices are recorded, and your every move is watched.If you need help, just ask. To retreat into the comfort of your own artificial reality, tell me to STOP. Your progress will be saved, if you return. Enjoy your daily five nine report."
Mr. Robot: Daily Five/Nine,quit,
Mr. Robot: Daily Five/Nine,quit,
Mr. Robot: Daily Five/Nine,"""Alexa, open the Daily Five Nine""","Hellofriend Welcome to the daily five nine. Soon, you will have options. Proceed carefully, because your choices are recorded, and your every move is watched.If you need help, just ask. To retreat into the comfort of your own artificial reality, tell me to STOP. Your progress will be saved, if you return. Enjoy your daily five nine report."
Mr. Robot: Daily Five/Nine,quit,
Mr. Robot: Daily Five/Nine,quit,
Movie Trailer Quiz,"""Alexa, start movie trailer quiz""","Let's play a guessing game. I will play the audio of 5 movie trailers and you have to guess the movie, try to get as many right as you can. Just say the name of the movie, and remember, you may ask for a hint at any time. Let's begin."
Movie Trailer Quiz,quit,
Movie Trailer Quiz,"""Alexa, start movie trailer quiz""","Let's play a guessing game. I will play the audio of 5 movie trailers and you have to guess the movie, try to get as many right as you can. Just say the name of the movie, and remember, you may ask for a hint at any time. Let's begin."
Movie Trailer Quiz,"""start new game""","Let's play a guessing game. I will play the audio of 5 movie trailers and you have to guess the movie, try to get as many right as you can. Just say the name of the movie, and remember, you may ask for a hint at any time. Let's begin."
Movie Trailer Quiz,quit,
Movie Trailer Quiz,"""Alexa, start movie trailer quiz""","Let's play a guessing game. I will play the audio of 5 movie trailers and you have to guess the movie, try to get as many right as you can. Just say the name of the movie, and remember, you may ask for a hint at any time. Let's begin."
Movie Trailer Quiz,"""hint""","After making their way through high school (twice), big changes are in store for officers Schmidt and Jenko when they go deep undercover at a local college. This 2014 movie stars Channing Tatum, Jonah Hill, Ice Cube."
Movie Trailer Quiz,quit,
Lie Detector,"""Alexa, start lie detector""",Welcome to Lie Detector! This game requires Alexa buttons. Each player should have their own button. How many players will there be?
Lie Detector,quit,
Lie Detector,"""Alexa, begin lie detector""",Welcome to Lie Detector! This game requires Alexa buttons. Each player should have their own button. How many players will there be?
Lie Detector,quit,
Lie Detector,quit,
Lie Detector,"""Alexa, play lie detector""",Welcome to Lie Detector! This game requires Alexa buttons. Each player should have their own button. How many players will there be?
Lie Detector,quit,
Lie Detector,quit,
Don't Cut That Wire!,"""Alexa, launch Don't Cut That Wire""","Launching Don't Cut That Wire. Please press the buttons you want to use, one at a time, until they turn green."
Don't Cut That Wire!,quit,
Don't Cut That Wire!,"""Alexa, open Don't Cut That Wire""","Launching Don't Cut That Wire. Please press the buttons you want to use, one at a time, until they turn green."
Don't Cut That Wire!,quit,
Don't Cut That Wire!,quit,
Don't Cut That Wire!,"""Alexa, launch Bandit Buttons""",<Short audio>
Don't Cut That Wire!,quit,
Don't Cut That Wire!,quit,
Rock Paper Scissors,"""Alexa Start Rock Paper Scissors""",Ok let's play! 3! 2! 1! Paper!!
Rock Paper Scissors,quit,
Rock Paper Scissors,"""Alexa Start Rock Paper Scissors""","Let's play! At the count of 3 say Rock, Paper, or Scissors. Ready? one, two, three Go!"
Rock Paper Scissors,"""Rock""","Rock dulls scissors. Oh boy! great move, you won. More please, ready set go!"
Rock Paper Scissors,quit,
Rock Paper Scissors,"""Alexa Start Rock Paper Scissors""",Ok let's play! 3! 2! 1! Scissors!!
Rock Paper Scissors,"""What is the score""",
Rock Paper Scissors,quit,
Trivia Time,"""Alexa open Trivia Time""",Trivia Time contains mature content that may not be suitable for all ages
Trivia Time,quit,
Trivia Time,"""Alexa open Trivia Time and give me an easy question""","Hmm, I'm not sure."
Trivia Time,quit,
Trivia Time,quit,
Trivia Time,"""Alexa open Trivia Time and i want a hard question""","Hmm, I found a few skills that might help."
Trivia Time,quit,
Trivia Time,quit,
"Word Games - Anagrams, Hangman and more.","""Alexa play word games""","Let's play Word Chain. To start, please first choose one of the available categories, Countries, Capitals, Animals, Fruits and Vegetables"
"Word Games - Anagrams, Hangman and more.",quit,
"Word Games - Anagrams, Hangman and more.","""Alexa play word games""","Let's play Word Chain. To start, please first choose one of the available categories, Countries, Capitals, Animals, Fruits and Vegetables"
"Word Games - Anagrams, Hangman and more.","""what is my rank""","I'm sorry, but I'm not sure what you asked me. Please choose, Countries, Capitals, Animals, Fruits and Vegetables."
"Word Games - Anagrams, Hangman and more.",quit,
"Word Games - Anagrams, Hangman and more.","""Alexa play word games""","Let's play Word Chain. To start, please first choose one of the available categories, Countries, Capitals, Animals, Fruits and Vegetables"
"Word Games - Anagrams, Hangman and more.","""give me a hint""","I'm sorry, but I'm not sure what you asked me. Please choose, Countries, Capitals, Animals, Fruits and Vegetables."
"Word Games - Anagrams, Hangman and more.",quit,
Button Monte,"""Alexa, launch Button Monte""",<Short audio>
Button Monte,quit,
Button Monte,"""Alexa, open Button Monte""",<Short audio>
Button Monte,quit,
Button Monte,quit,
Button Monte,"""Alexa, launch Bandit Buttons""",<Short audio>
Button Monte,quit,
Button Monte,quit,
Connect-Four Game,"""Alexa, start connect four""","You are using this device the first time to play Connect-Four. To show the game board on your device in a good quality, you must tell me, what device is this. You can change the settings later by saying the command - Change Display Settings. Please say now: Echo Show, Echo Spot or - other device."
Connect-Four Game,quit,
Connect-Four Game,"""Alexa, start connect four""","You are using this device the first time to play Connect-Four. To show the game board on your device in a good quality, you must tell me, what device is this. You can change the settings later by saying the command - Change Display Settings. Please say now: Echo Show, Echo Spot or - other device."
Connect-Four Game,"""I throw into slot 3""","I did not understand the device name. Play say Echo Show, Echo Spot or - other device."
Connect-Four Game,quit,
Connect-Four Game,"""Alexa, start connect four""","You are using this device the first time to play Connect-Four. To show the game board on your device in a good quality, you must tell me, what device is this. You can change the settings later by saying the command - Change Display Settings. Please say now: Echo Show, Echo Spot or - other device."
Connect-Four Game,"""change playing skill level to 4""","I did not understand the device name. Play say Echo Show, Echo Spot or - other device."
Connect-Four Game,quit,
Sounds Fun with Mike Epps,"""Alexa, play Sounds Fun""",<Short audio>
Sounds Fun with Mike Epps,quit,
Sounds Fun with Mike Epps,"""Alexa, open Sounds Fun""",
Sounds Fun with Mike Epps,quit,
Sounds Fun with Mike Epps,quit,
Sounds Fun with Mike Epps,"""Alexa, launch Sounds Fun""",<Short audio>
Sounds Fun with Mike Epps,quit,
Sounds Fun with Mike Epps,quit,
Horse Race for Echo Buttons,"""Alexa, open Horse Race""",<Short audio>
Horse Race for Echo Buttons,quit,
Horse Race for Echo Buttons,"""Alexa, Start the race over""",<Audio only response>
Horse Race for Echo Buttons,quit,
Horse Race for Echo Buttons,quit,
Horse Race for Echo Buttons,"""Alexa, Short race""",
Horse Race for Echo Buttons,quit,
Horse Race for Echo Buttons,quit,
Penalty Kick - The real multiplayer football game,"""alexa, open penalty kick""",<Audio only response>
Penalty Kick - The real multiplayer football game,quit,
Penalty Kick - The real multiplayer football game,"""alexa, open penalty kick""",<Audio only response>
Penalty Kick - The real multiplayer football game,"""shoot""","Sorry, Iâ€™m not sure about that."
Penalty Kick - The real multiplayer football game,quit,
Penalty Kick - The real multiplayer football game,"""alexa, open penalty kick""",<Audio only response>
Penalty Kick - The real multiplayer football game,"""shoot right low eighty""",You have High Low Guessing Game enabled. Do you want to open it?
Penalty Kick - The real multiplayer football game,quit,
Truth or Dare Game,"""Alexa Open truth or dare""","Welcome to Truth or Dare. Do you want a truth, or a dare?"
Truth or Dare Game,quit,
Truth or Dare Game,"""Alexa play truth or dare""","Welcome to Truth or Dare. Do you want a truth, or a dare?"
Truth or Dare Game,quit,
Truth or Dare Game,quit,
Truth or Dare Game,"""Alexa start truth or dare""","Welcome to Truth or Dare. Do you want a truth, or a dare?"
Truth or Dare Game,quit,
Truth or Dare Game,quit,
Fidget Spinner,"""Alexa, launch Fidget Spinner.""",1993
Fidget Spinner,quit,
Fidget Spinner,"""Alexa, open Fidget Spinner.""",<Audio only response>
Fidget Spinner,quit,
Fidget Spinner,quit,
Fidget Spinner,"""Alexa, load Fidget Spinner.""",<Audio only response>
Fidget Spinner,quit,
Fidget Spinner,quit,
Escape Room In A Box,"""Alexa Start Escape Room""",<Short audio>
Escape Room In A Box,quit,
Escape Room In A Box,"""Alexa Ask Escape Room For a Hint""",You have Christmas Escape enabled. Do you want to open it?
Escape Room In A Box,Yes,<Short audio>
Escape Room In A Box,"""Alexa Ask Escape Room For a Hint""",Here is your one free hint: You are feeling quite parched. What would you like to do?
Escape Room In A Box,quit,
Escape Room In A Box,quit,
Escape Room In A Box,"""Alexa Tell Escape Room To Add Bonus Time""",You have Christmas Escape enabled. Do you want to open it?
Escape Room In A Box,Yes,<Short audio>
Escape Room In A Box,"""Alexa Tell Escape Room To Add Bonus Time""",You have no items yet. As you explore your environment you should find some items. They will come in handy later on. What would you like to do?
Escape Room In A Box,quit,
Escape Room In A Box,quit,
Lyrics Idol,"""Alexa, open Lyrics Idol""","Hmm, I don't know that."
Lyrics Idol,quit,
Lyrics Idol,"""Alexa, launch Lyrics Idol""","Sorry, I don't know that."
Lyrics Idol,quit,
Lyrics Idol,quit,
Lyrics Idol,"""Alexa, play Lyrics Idol""",Getting your Hit Nation station from iHeart Radio
Lyrics Idol,quit,
Lyrics Idol,quit,
Memory-Game,"""Alexa, open memory game""","Sorry, I'm having trouble accessing your Infinite Memory Game skill right now"
Memory-Game,quit,
Memory-Game,"""Alexa, start Recall Training""",You have Memory Training enabled. Do you want to open it?
Memory-Game,Yes,Hi! Choose the exercise.
Memory-Game,"""Alexa, start Recall Training""",I don't know that.
Memory-Game,quit,
Memory-Game,quit,
Memory-Game,"""Alexa, open number memory""",
Memory-Game,quit,
Memory-Game,quit,
Category Game,"""Alexa, open category game""","Welcome to Category Facts. To hear a random fact you can say 'Tell me a fact', or to hear about the premium categories for purchase, say 'What can I buy'. For help, say , 'Help me'... So, What can I help you with?"
Category Game,quit,
Category Game,"""Alexa, start category game""","Welcome to Category Facts. To hear a random fact you can say 'Tell me a fact', or to hear about the premium categories for purchase, say 'What can I buy'. For help, say , 'Help me'... So, What can I help you with?"
Category Game,quit,
Category Game,quit,
Category Game,"""Alexa, open Pointless""",<Audio only response>
Category Game,quit,
Category Game,quit,
World of Words Game,"""Alexa, open world of words""",Welcome to the World of Words.
World of Words Game,quit,
World of Words Game,"""Alexa, ask world of words for guess game""",You have World of Words Game enabled. Do you want to open it?
World of Words Game,Yes,Welcome to the World of Words.
World of Words Game,"""Alexa, ask world of words for guess game""",
World of Words Game,quit,
World of Words Game,quit,
World of Words Game,"""Alexa, ask world of words for scramble game""",
World of Words Game,quit,
World of Words Game,quit,
Blackjack Game,"""Alexa, open blackjack game""","welcome back the multi player mode is currently activated to add a new player say for example, add joe say single player, to activate single player mode"
Blackjack Game,quit,
Blackjack Game,"""Alexa, open blackjack game""","welcome back currently the multi player mode is activated to add a new player say for example, add joe say single player, to activate single player mode"
Blackjack Game,"""Read high scores""","currently the multi player mode is activated to add a new player say for example, add joe say single player, to activate single player mode"
Blackjack Game,quit,
Blackjack Game,"""Alexa, open blackjack game""","welcome back currently the multi player mode is activated to add a new player say for example, add joe say single player, to activate single player mode"
Blackjack Game,"""Enter training mode""","great. you successfully selected the multi player mode to add a new player say for example, add joe"
Blackjack Game,quit,
Meme Review,"""Alexa, open Meme Review""",<Audio only response>
Meme Review,quit,
Meme Review,"""Alexa, start Meme Review""","Sorry, I don't know that."
Meme Review,quit,
Meme Review,quit,
Meme Review,"""Alexa, ask Meme Review for a meme""",You have Doge Speak enabled. Do you want to open it?
Meme Review,Yes,Doge is wow
Meme Review,"""Alexa, ask Meme Review for a meme""",You have Doge Speak enabled. Do you want to open it?
Meme Review,quit,
Meme Review,quit,
Simon Says,"""Alexa, start Simon Says""",open your mouth wide
Simon Says,quit,
Simon Says,"""Alexa, open Simon Says""",Simon says run on the spot
Simon Says,quit,
Simon Says,quit,
Simon Says,"""Alexa, play Simon Says""",roll over
Simon Says,quit,
Simon Says,quit,
Cartoon Trivia,"""Alexa, open cartoon trivia""",Welcome to theDisney trivia for buttons. This game supports up to 4 players. How many players will be playing?
Cartoon Trivia,quit,
Cartoon Trivia,"""Alexa, start cartoon trivia""",Welcome to theDisney trivia for buttons. This game supports up to 4 players. How many players will be playing?
Cartoon Trivia,quit,
Cartoon Trivia,quit,
Cartoon Trivia,"""Alexa, play Movie Clips Trivia""","Here's your fact: In the penultimate Ian Fleming 007 novel, You Only Live Twice, James Bond's parents are revealed to be Scottish and Swiss. His formative years were spent in Germany and France."
Cartoon Trivia,quit,
Cartoon Trivia,quit,
Roll Tide Roll,"""Alexa, Roll Tide Roll.""",You have Drum Roll enabled. Do you want to open it?
Roll Tide Roll,Yes,
Roll Tide Roll,"""Alexa, Roll Tide Roll.""",You have Drum Roll enabled. Do you want to open it?
Roll Tide Roll,quit,
Roll Tide Roll,"""Alexa, ask Roll Tide Roll for help.""",You have Drum Roll enabled. Do you want to open it?
Roll Tide Roll,Yes,
Roll Tide Roll,"""Alexa, ask Roll Tide Roll for help.""",You have Drum Roll enabled. Do you want to open it?
Roll Tide Roll,quit,
Roll Tide Roll,quit,
Roll Tide Roll,"""Alexa, roll tide""",You have TideGuide enabled. Do you want to open it?
Roll Tide Roll,Yes,"Welcome to tide guide. I can give you the high and low tide times for many coastal locations. Supported phrases include: What are the high tides for Santa Barbara? What are the tides for Los Angeles on Tuesday? What is the next low tide in Boston? and set my default city and state to Miami, Florida. If you set a default city and state you simply have to say, What are the tides today. Which city or location would you like the tide report for?"
Roll Tide Roll,"""Alexa, roll tide""","The nearest tide information is from portland Oregon. The high tides for today in portland Oregon are 08:50 AM, and 10:30 PM, at elevations of 2.9, and 2.0 feet. The low tides are 03:56 AM, and 06:09 PM, at elevations of 0.6, and 0.6 feet."
Roll Tide Roll,quit,
Roll Tide Roll,quit,
Insult Me,"""Alexa, ask Insult Me to make fun of Jeff""","Sorry, Iâ€™m not sure about that."
Insult Me,quit,
Insult Me,"""Alexa, ask Insult Me to insult Jeff""","Hmm, I don't know that one."
Insult Me,quit,
Insult Me,quit,
Insult Me,"""Alexa, open Insult Me""","Hmm, I don't know that one."
Insult Me,quit,
Insult Me,quit,
Name that Animal,"""Alexa open animal sounds""","ahoy there, what animal sound would you like to hear?"
Name that Animal,quit,
Name that Animal,"""Alexa open animal sounds""",Which skill do you want to enable?
Name that Animal,"""Start the Game""",Which skill do you want to enable?
Name that Animal,quit,
Name that Animal,"""Alexa open animal sounds""","ahoy there, what animal sound would you like to hear?"
Name that Animal,"""Play""","uh oh, I don't know what sound that animal makes, Try saying another animal."
Name that Animal,quit,
Simon Tap,"""Alexa open simon tap""",<Short audio>
Simon Tap,quit,
Simon Tap,"""Alexa launch simon tap""",<Short audio>
Simon Tap,quit,
Simon Tap,quit,
Simon Tap,"""Alexa, open Trivial Pursuit Family Edition""",<Short audio>
Simon Tap,quit,
Simon Tap,quit,
Hunt the Yeti,"""Alexa, launch Yeti Hunt Game""","Welcome to Yeti Hunt. Say 'Begin Game', or 'How to Play', or 'Overview'."
Hunt the Yeti,quit,
Hunt the Yeti,"""Alexa, launch Yeti Hunt Game""","Welcome to Yeti Hunt. Say 'Begin Game', or 'How to Play', or 'Overview'."
Hunt the Yeti,"""begin game""","The hunter, armed with a spear, is lost in a cave. Help the hunter escape. The hunter does not sense anything near. Rooms are open south, east,"
Hunt the Yeti,quit,
Hunt the Yeti,"""Alexa, launch Yeti Hunt Game""","Welcome to Yeti Hunt. Say 'Begin Game', or 'How to Play', or 'Overview'."
Hunt the Yeti,"""move north""","To start a game, say 'Begin Game'."
Hunt the Yeti,quit,
Kids Mad libs,"""Alexa, open kids mad libs""",Welcome to Kids Madlibs. Would you like to play?
Kids Mad libs,quit,
Kids Mad libs,"""Alexa, launch kids mad libs""",Welcome to Kids Madlibs. Would you like to play?
Kids Mad libs,quit,
Kids Mad libs,quit,
Kids Mad libs,"""Alexa, start kids mad libs""",Welcome to Kids Madlibs. Would you like to play?
Kids Mad libs,quit,
Kids Mad libs,quit,
Guess My Number,"""Alexa, start Guess My Number.""","Welcome to Guess My Number. What is the maximum number you would like to go up to? For example, you could tell me to pick a number up to one hundred."
Guess My Number,quit,
Guess My Number,"""Alexa, open Guess My Number.""","Welcome to Guess My Number. What is the maximum number you would like to go up to? For example, you could tell me to pick a number up to one hundred."
Guess My Number,quit,
Guess My Number,quit,
Guess My Number,"""Alexa, launch Guess My Number.""","Welcome to Guess My Number. What is the maximum number you would like to go up to? For example, you could tell me to pick a number up to one hundred."
Guess My Number,quit,
Guess My Number,quit,
RuneScape Quests - One Piercing Note,"""Alexa, play RuneScape""",
RuneScape Quests - One Piercing Note,quit,
RuneScape Quests - One Piercing Note,"""Alexa, launch RuneScape""",<Short audio>
RuneScape Quests - One Piercing Note,quit,
RuneScape Quests - One Piercing Note,quit,
RuneScape Quests - One Piercing Note,"""Alexa, open RuneScape""",<Short audio>
RuneScape Quests - One Piercing Note,quit,
RuneScape Quests - One Piercing Note,quit,
Silly Things,"""Alexa, Ask SillyThings to tell me to do something silly""","Ok, Here's Silly Things"
Silly Things,quit,
Silly Things,"""Alexa, Ask SillyThings to tell me a funny thing to do""",<Audio only response>
Silly Things,quit,
Silly Things,quit,
Silly Things,"""Alexa, Ask SillyThings to give me something""",You have Silly Things enabled. Do you want to open it?
Silly Things,Yes,"Welcome to Silly Things, ask me for a silly thing to do!"
Silly Things,"""Alexa, Ask SillyThings to give me something""",I think you should act like a kangaroo that has the hiccups.
Silly Things,quit,
Silly Things,quit,
The Tickle Monster Game!,"""Alexa, Ask Tickle Monster ""Who's Next?""""",You have The Tickle Monster Game! enabled. Do you want to open it?
The Tickle Monster Game!,Yes,Please view the message from Tickle Monster in your Alexa app and choose 'Link Account' to set up participant names.
The Tickle Monster Game!,"""Alexa, Ask Tickle Monster ""Who's Next?""""",Please view the message from Tickle Monster in your Alexa app and choose 'Link Account' to set up participant names.
The Tickle Monster Game!,quit,
The Tickle Monster Game!,"""Alexa, Ask Tickle Monster To Reset The Names""",<Audio only response>
The Tickle Monster Game!,quit,
The Tickle Monster Game!,quit,
The Tickle Monster Game!,"""Alexa, Launch Tickle Monster.""",Please view the message from Tickle Monster in your Alexa app and choose 'Link Account' to set up participant names.
The Tickle Monster Game!,quit,
The Tickle Monster Game!,quit,
Word Mine,"""Alexa, open Word Mine""",I found a few matches for that.
Word Mine,quit,
Word Mine,"""Alexa, open Word Mine""",I found a few matches for that.
Word Mine,"""The word is tonic""","I canâ€™t find that skill. To find skills, go to the Skills section of the Alexa App."
Word Mine,quit,
Word Mine,"""Alexa, open Word Mine""","Hmm, I have a few skills that can help."
Word Mine,"""Use a sturdy wooden beam""","I canâ€™t find that skill. To find skills, go to the Skills section of the Alexa App."
Word Mine,quit,
Basketball quiz,"""alexa ask basketball quiz to start game""","I will ask you 5 questions, try to get as many right as you can. Just say the number of the answer. Let's begin. Question 1. How far is a half-court shot in feet? 1. 45. 2. 43. 3. 41. 4. 47."
Basketball quiz,quit,
Basketball quiz,"""alexa ask basketball quiz to start game""","I will ask you 5 questions, try to get as many right as you can. Just say the number of the answer. Let's begin. Question 1. How wide is the free throw line in feet ? 1. 12. 2. 14. 3. 10. 4. 15."
Basketball quiz,"""alexa ask basketball quiz for new game""",The correct answer is 4: 15. Your score is 0. Question 2. How long is the basketball court in feet ? 1. 98. 2. 100. 3. 94. 4. 90.
Basketball quiz,quit,
Basketball quiz,"""alexa ask basketball quiz to start game""","I will ask you 5 questions, try to get as many right as you can. Just say the number of the answer. Let's begin. Question 1. How long is the basketball court in feet ? 1. 94. 2. 100. 3. 90. 4. 98."
Basketball quiz,"""alexa ask basketball quiz to start""",The correct answer is 1: 94. Your score is 0. Question 2. How far is a half-court shot in feet? 1. 41. 2. 47. 3. 43. 4. 45.
Basketball quiz,quit,
My Farm,"""Alexa open my farm""","Welcome back to My Farm! What do you want to do? Ask Emily to feed the chickens, ask her to collect eggs, sell eggs, or check your inventory? You can also search for your cat. Say help if you need help."
My Farm,quit,
My Farm,"""Alexa open my farm""","Welcome back to My Farm! What do you want to do? Ask Emily to feed the chickens, ask her to collect eggs, sell eggs, or check your inventory? You can also search for your cat. Say help if you need help."
My Farm,"""feed the chickens""","Ok, I'll go feed the chickens, come back to collect the eggs after 10 seconds ."
My Farm,quit,
My Farm,"""Alexa open my farm""","Welcome back to My Farm! What do you want to do? Ask Emily to feed the chickens, ask her to collect eggs, sell eggs, or check your inventory? You can also search for your cat. Say help if you need help."
My Farm,"""collect eggs""","Great, I'll collect the eggs. I found 1 egg. You now have 1 egg total. What do you want to do?"
My Farm,quit,
Knock Knock Jokes,"""Alexa, ask knock knock.""",Timers and alarms are not currently supported on this device.
Knock Knock Jokes,quit,
Knock Knock Jokes,"""Alexa, open knock knock.""",<Audio only response>
Knock Knock Jokes,quit,
Knock Knock Jokes,quit,
Knock Knock Jokes,"""Alexa, play knock knock.""",Timers and alarms are not currently supported on this device.
Knock Knock Jokes,quit,
Knock Knock Jokes,quit,
6 Swords,"""Alexa, open Six Swords""","Six Swords welcomes you. Around you is Prairie. A road goes South and East, with a branch to the West. There is a sign post here. You can read the sign post by saying 'more'."
6 Swords,quit,
6 Swords,"""Alexa, open Six Swords""","Six Swords welcomes you. Around you is Prairie. A road goes South and East, with a branch to the West. There is a sign post here. You can read the sign post by saying 'more'."
6 Swords,"""What am I carrying?""",You need to tell me what you want to unequip.
6 Swords,quit,
6 Swords,"""Alexa, open Six Swords""","Six Swords welcomes you. You are in Prairie. A road goes South, East, and West. There is a sign post here. You can read the sign post by saying 'more'."
6 Swords,"""Who are my companions?""","Hadley is your active companion. Your other companions are Russell, Josie and Fate. Together you form Sure Storms Squadron. You can say 'inventory' to find out what you are carrying. At the end of this message you will hear this short tone."
6 Swords,quit,
True Or False? (For Buttons),"""Alexa, play true or false""",<Short audio>
True Or False? (For Buttons),quit,
True Or False? (For Buttons),"""Alexa, open true or false""",<Short audio>
True Or False? (For Buttons),quit,
True Or False? (For Buttons),quit,
True Or False? (For Buttons),"""Alexa Start Rock Paper Scissors""","Let's play! At the count of 3 say Rock, Paper, or Scissors. Ready? one, two, three Go!"
True Or False? (For Buttons),quit,
True Or False? (For Buttons),quit,
BrainPickers! Guess The Movie,"""Alexa, let's play guess the movie""","Guess the Animal. I will ask you 5 questions, try to get as many right as you can. Guess the Animal based on the clues provided. This animal is a bird, can fly, has feathers, is omnivorous, is smaller than a person, lays eggs, has broad shoulders, appears to have a bald head which has white feathers as an adult, and it was adopted as the United States national bird in 1782. Guess the Animal."
BrainPickers! Guess The Movie,quit,
BrainPickers! Guess The Movie,"""Alexa, let's play guess the movie""","Guess the Animal. I will ask you 5 questions, try to get as many right as you can. Guess the Animal based on the clues provided. This animal is a mammal, it lives on land, has fur, is omnivorous, is smaller than a person, is viviparous, meaning it gives birth to living babies, lives in north America, is warm blooded, and has a distinct black eye mask like fur pattern on its face. Guess the Animal."
BrainPickers! Guess The Movie,"""give me another clue""","That's okay, you'll get the next one right. This animal is a mammal, it lives on land, has fur, is omnivorous, is smaller than a person, is viviparous, meaning it gives birth to living babies, lives in north America, is warm blooded, and has a distinct black eye mask like fur pattern on its face. Guess the Animal."
BrainPickers! Guess The Movie,quit,
BrainPickers! Guess The Movie,"""Alexa, let's play guess the movie""","Guess the Animal. I will ask you 5 questions, try to get as many right as you can. Guess the Animal based on the clues provided. This animal is a marine mammal, it lives in the ocean, has smooth skin, is omnivorous, is viviparous, meaning it gives birth to living babies, is much larger than a person and is the largest animal ever know to have existed. Guess the Animal."
BrainPickers! Guess The Movie,"""I give up""","That's okay, you'll get the next one right. This animal is a marine mammal, it lives in the ocean, has smooth skin, is omnivorous, is viviparous, meaning it gives birth to living babies, is much larger than a person and is the largest animal ever know to have existed. Guess the Animal."
BrainPickers! Guess The Movie,quit,
Quick Math,"""Alexa, open Quick Math""","Welcome to Quick Maths, lets get started! What is 7 plus 6"
Quick Math,quit,
Quick Math,"""Alexa, start Quick Math""","Welcome to Quick Maths, lets get started! What is 1 plus 9"
Quick Math,quit,
Quick Math,quit,
Quick Math,"""Alexa, ask Quick Math to set the difficulty to medium""",You have Quick Math enabled. Do you want to open it?
Quick Math,Yes,"Welcome to Quick Maths, lets get started! What is 3 plus 6"
Quick Math,"""Alexa, ask Quick Math to set the difficulty to medium""","Okay, I have set the difficulty to something a bit more challenging"
Quick Math,quit,
Quick Math,quit,
Cave Master,"""Alexa, Open Cave Master""",<Short audio>
Cave Master,quit,
Cave Master,"""Alexa, Open Cave Master""",
Cave Master,"""Spider""",Spiders are air-breathing arthropods that have eight legs and chelicerae with fangs able to inject venom.
Cave Master,quit,
Cave Master,"""Alexa, Open Cave Master""",
Cave Master,"""Enter cave""","Sorry, I don't know that one."
Cave Master,quit,
Westworld: The Maze,"""Alexa, open westworld""","Hmm, I don't know that."
Westworld: The Maze,quit,
Westworld: The Maze,"""Alexa, start westworld""",I couldn't find any enabled video skills that can play that. Go to the Alexa app to manage your video skills and devices.
Westworld: The Maze,quit,
Westworld: The Maze,quit,
Westworld: The Maze,"""Alexa, launch westworld""",I couldn't find any enabled video skills that can play that. Go to the Alexa app to manage your video skills and devices.
Westworld: The Maze,quit,
Westworld: The Maze,quit,
Roast,"""Alexa, tell me something about Jack""","Here's a fact about Jack. Jack is in Weymouth Town, Massachusetts."
Roast,quit,
Roast,"""Alexa, tell me something cool about Jill""","'About Jill', the audio work by Cockeyed Ghost."
Roast,quit,
Roast,quit,
Roast,"""Alexa, tell me something funny about Bill""","Sorry, I don't know that one."
Roast,quit,
Roast,quit,
Zombie Survival (Preview),"""Alexa, open zombie survival""",what should you do?
Zombie Survival (Preview),quit,
Zombie Survival (Preview),"""Alexa, launch zombie survival""",<Short audio>
Zombie Survival (Preview),quit,
Zombie Survival (Preview),quit,
Zombie Survival (Preview),"""Alexa, start zombie survival""",<Audio only response>
Zombie Survival (Preview),quit,
Zombie Survival (Preview),quit,
Murder Mystery Theater,"""Alexa ask murder mystery to start game with easy difficulty""",You have Quick Math enabled. Do you want to open it?
Murder Mystery Theater,Yes,"Welcome to Quick Maths, lets get started! What is 3 plus 6"
Murder Mystery Theater,"""Alexa ask murder mystery to start game with easy difficulty""","Okay, I have set the difficulty to easy"
Murder Mystery Theater,quit,
Murder Mystery Theater,"""Alexa ask murder mystery to start game with easy difficulty""",You have Quick Math enabled. Do you want to open it?
Murder Mystery Theater,Yes,"Okay, I have set the difficulty to easy"
Murder Mystery Theater,quit,
Murder Mystery Theater,"""Alexa ask murder mystery to start game with easy difficulty""",You have Quick Math enabled. Do you want to open it?
Murder Mystery Theater,Yes,"Okay, I have set the difficulty to easy"
